id,group,day,response
P156,A,57,69
P156,A,74,68
P156,A,75,67
P156,A,79,66
P156,A,84,64
P156,A,87,63
P156,A,91,58
P157,A,39,81
P157,A,44,80
P157,A,52,78
P157,A,53,77
P157,A,65,76
P157,A,71,74
P157,A,77,72
P157,A,84,72
P157,A,95,69
P157,A,99,66
P158,B,19,62
P158,B,30,66
P158,B,31,68
P158,B,38,70
P158,B,42,70
P158,B,44,71
P158,B,48,75
P158,B,60,76
P158,B,67,76
P158,B,81,79
P159,A,17,80
P159,A,33,78
P159,A,46,74
P159,A,58,71
P159,A,61,70
P159,A,71,70
P159,A,72,71
P159,A,80,69
P159,A,85,68
P159,A,96,65
P160,B,11,62
P160,B,12,63
P160,B,32,66
P160,B,42,69
P160,B,44,70
P160,B,47,72
P160,B,51,74
P160,B,54,75
P160,B,69,76
P160,B,73,79
P161,A,11,80
P161,A,52,80
P161,A,54,75
P161,A,58,71
P161,A,63,65
P161,A,65,65
P161,A,78,65
P161,A,79,63
P161,A,88,63
P161,A,89,61
P162,B,20,68
P162,B,21,69
P162,B,29,74
P162,B,34,75
P162,B,43,76
P162,B,45,86
P162,B,46,88
P162,B,50,90
P162,B,61,91
P162,B,67,92
P163,A,38,80
P163,A,45,79
P163,A,53,79
P163,A,61,77
P163,A,65,76
P163,A,68,74
P163,A,71,72
P163,A,77,71
P163,A,83,71
P163,A,87,71
P164,B,12,66
P164,B,17,68
P164,B,20,71
P164,B,21,74
P164,B,27,74
P164,B,50,75
P164,B,51,78
P164,B,65,79
P164,B,83,80
P164,B,94,83
P165,B,11,64
P165,B,18,67
P165,B,21,68
P165,B,28,68
P165,B,38,69
P165,B,49,70
P165,B,51,71
P165,B,60,72
P165,B,70,72
P165,B,71,74
P166,A,21,79
P166,A,31,77
P166,A,66,77
P166,A,72,72
P166,A,75,71
P166,A,77,69
P166,A,87,67
P166,A,89,64
P166,A,90,64
P166,A,96,64
P167,B,23,66
P167,B,26,69
P167,B,27,69
P167,B,31,69
P167,B,50,71
P167,B,62,73
P167,B,64,76
P167,B,65,77
P167,B,71,77
P167,B,75,78
P168,B,9,59
P168,B,16,61
P168,B,19,64
P168,B,21,65
P168,B,23,66
P168,B,25,66
P168,B,50,68
P168,B,51,69
P168,B,63,69
P168,B,89,74
P169,B,23,68
P169,B,27,72
P169,B,28,73
P169,B,29,74
P169,B,40,79
P169,B,52,80
P169,B,68,81
P169,B,69,81
P169,B,70,81
P169,B,77,82
P170,A,8,76
P170,A,33,75
P170,A,36,74
P170,A,46,74
P170,A,63,73
P170,A,65,71
P170,A,69,69
P170,A,78,69
P170,A,82,68
P170,A,92,66
P171,A,23,79
P171,A,33,78
P171,A,45,77
P171,A,61,76
P171,A,66,75
P171,A,68,75
P171,A,87,74
P171,A,92,72
P171,A,96,69
P171,A,100,68
P172,B,13,64
P172,B,25,64
P172,B,29,65
P172,B,32,67
P172,B,35,68
P172,B,44,70
P172,B,55,71
P172,B,75,71
P172,B,91,76
P172,B,92,77
P173,A,43,81
P173,A,47,81
P173,A,67,81
P173,A,71,79
P173,A,79,76
P173,A,83,75
P173,A,90,74
P173,A,91,72
P173,A,95,70
P173,A,97,68
P174,B,7,67
P174,B,9,68
P174,B,18,70
P174,B,19,70
P174,B,20,71
P174,B,30,71
P174,B,33,73
P174,B,34,74
P174,B,37,75
P174,B,59,75
P175,B,18,66
P175,B,28,67
P175,B,32,70
P175,B,35,72
P175,B,37,73
P175,B,50,75
P175,B,52,75
P175,B,62,77
P175,B,73,78
P175,B,81,80
P176,A,36,82
P176,A,46,82
P176,A,54,81
P176,A,57,81
P176,A,58,81
P176,A,76,77
P176,A,89,75
P176,A,93,74
P176,A,96,73
P176,A,100,71
P177,A,21,78
P177,A,27,78
P177,A,48,78
P177,A,53,77
P177,A,71,73
P177,A,73,70
P177,A,76,70
P177,A,89,67
P177,A,93,66
P177,A,94,59
P178,B,14,62
P178,B,15,63
P178,B,17,68
P178,B,18,70
P178,B,29,70
P178,B,31,74
P178,B,34,78
P178,B,49,79
P178,B,63,85
P178,B,72,90
P179,A,36,78
P179,A,45,78
P179,A,56,76
P179,A,59,72
P179,A,61,71
P179,A,68,70
P179,A,72,70
P179,A,86,67
P179,A,92,67
P179,A,95,65
P180,A,18,83
P180,A,27,79
P180,A,48,77
P180,A,55,74
P180,A,56,72
P180,A,66,71
P180,A,68,69
P180,A,71,69
P180,A,92,69
P180,A,93,69
P181,B,11,67
P181,B,12,68
P181,B,22,69
P181,B,28,69
P181,B,30,72
P181,B,35,73
P181,B,41,73
P181,B,51,74
P181,B,62,76
P181,B,63,81
P182,A,18,82
P182,A,33,81
P182,A,48,79
P182,A,55,78
P182,A,56,76
P182,A,60,75
P182,A,65,75
P182,A,79,74
P182,A,86,72
P182,A,100,69
P183,A,46,77
P183,A,47,76
P183,A,53,74
P183,A,57,74
P183,A,75,74
P183,A,79,71
P183,A,82,70
P183,A,85,70
P183,A,86,70
P183,A,100,69
P184,A,10,83
P184,A,60,82
P184,A,62,81
P184,A,66,81
P184,A,77,80
P184,A,80,79
P184,A,84,76
P184,A,96,75
P184,A,98,74
P184,A,99,74
P185,A,17,78
P185,A,19,77
P185,A,29,77
P185,A,33,75
P185,A,53,71
P185,A,66,69
P185,A,74,70
P185,A,79,69
P185,A,84,67
P185,A,99,63
P186,A,16,78
P186,A,43,77
P186,A,52,76
P186,A,59,67
P186,A,63,66
P186,A,68,66
P186,A,78,65
P186,A,84,62
P186,A,91,61
P186,A,93,58
P187,A,4,79
P187,A,28,78
P187,A,44,74
P187,A,51,75
P187,A,62,74
P187,A,68,71
P187,A,70,70
P187,A,71,66
P187,A,95,65
P187,A,99,63
P188,B,16,67
P188,B,27,68
P188,B,29,68
P188,B,31,68
P188,B,35,68
P188,B,36,69
P188,B,40,69
P188,B,42,70
P188,B,44,70
P188,B,49,76
P189,B,12,67
P189,B,21,67
P189,B,24,68
P189,B,26,70
P189,B,28,73
P189,B,30,74
P189,B,31,75
P189,B,36,75
P189,B,58,76
P189,B,77,76
P190,B,4,67
P190,B,18,70
P190,B,19,71
P190,B,22,72
P190,B,27,75
P190,B,37,75
P190,B,46,77
P190,B,53,80
P190,B,63,85
P190,B,79,88
P191,B,8,64
P191,B,19,66
P191,B,32,68
P191,B,44,71
P191,B,47,75
P191,B,51,75
P191,B,56,75
P191,B,57,79
P191,B,65,79
P191,B,81,80
P192,B,16,65
P192,B,17,66
P192,B,24,66
P192,B,29,74
P192,B,34,76
P192,B,35,77
P192,B,36,77
P192,B,41,78
P192,B,71,83
P192,B,88,87
P193,A,21,84
P193,A,40,81
P193,A,52,80
P193,A,53,79
P193,A,66,77
P193,A,79,76
P193,A,84,76
P193,A,89,72
P193,A,96,71
P193,A,98,70
P194,A,26,81
P194,A,44,78
P194,A,48,78
P194,A,59,77
P194,A,60,76
P194,A,61,73
P194,A,79,73
P194,A,81,70
P194,A,88,69
P194,A,91,68
P195,A,27,77
P195,A,35,73
P195,A,48,70
P195,A,60,70
P195,A,64,70
P195,A,65,69
P195,A,78,68
P195,A,84,65
P195,A,89,63
P195,A,99,63
P196,B,17,63
P196,B,22,63
P196,B,30,69
P196,B,31,70
P196,B,32,74
P196,B,35,75
P196,B,51,77
P196,B,55,78
P196,B,79,80
P196,B,91,80
P197,A,16,81
P197,A,34,80
P197,A,46,77
P197,A,48,75
P197,A,58,73
P197,A,61,73
P197,A,65,72
P197,A,72,69
P197,A,87,68
P197,A,91,64
P198,B,7,67
P198,B,10,67
P198,B,16,68
P198,B,21,68
P198,B,28,71
P198,B,43,75
P198,B,45,75
P198,B,53,77
P198,B,61,77
P198,B,71,78
P199,A,26,80
P199,A,37,78
P199,A,41,76
P199,A,69,76
P199,A,83,75
P199,A,88,73
P199,A,90,71
P199,A,92,70
P199,A,93,70
P199,A,100,70
P200,B,17,64
P200,B,18,65
P200,B,20,69
P200,B,25,70
P200,B,26,72
P200,B,28,75
P200,B,29,76
P200,B,50,76
P200,B,54,77
P200,B,74,78
P201,A,29,83
P201,A,38,80
P201,A,53,79
P201,A,60,78
P201,A,67,75
P201,A,80,73
P201,A,81,73
P201,A,85,70
P201,A,97,66
P201,A,100,66
P202,B,9,69
P202,B,24,70
P202,B,38,70
P202,B,42,73
P202,B,55,75
P202,B,60,75
P202,B,67,78
P202,B,68,78
P202,B,72,81
P202,B,75,85
P203,B,3,68
P203,B,21,68
P203,B,22,69
P203,B,41,69
P203,B,44,69
P203,B,47,73
P203,B,53,76
P203,B,55,76
P203,B,68,76
P203,B,71,76
P204,A,32,80
P204,A,50,78
P204,A,54,77
P204,A,58,74
P204,A,67,73
P204,A,70,69
P204,A,72,68
P204,A,76,67
P204,A,82,66
P204,A,96,64
P205,B,12,64
P205,B,14,65
P205,B,18,67
P205,B,20,67
P205,B,22,72
P205,B,25,76
P205,B,36,76
P205,B,39,77
P205,B,44,77
P205,B,54,77
P206,A,35,78
P206,A,41,78
P206,A,52,77
P206,A,61,75
P206,A,67,74
P206,A,75,73
P206,A,79,71
P206,A,86,69
P206,A,89,67
P206,A,95,67
P207,A,20,81
P207,A,21,81
P207,A,42,78
P207,A,48,77
P207,A,57,77
P207,A,66,77
P207,A,78,76
P207,A,84,72
P207,A,85,71
P207,A,98,71
P208,A,18,84
P208,A,25,76
P208,A,26,71
P208,A,31,67
P208,A,33,66
P208,A,43,63
P208,A,53,60
P208,A,58,59
P208,A,59,57
P208,A,88,57
P209,B,16,67
P209,B,18,69
P209,B,19,70
P209,B,24,72
P209,B,29,72
P209,B,36,74
P209,B,48,77
P209,B,53,77
P209,B,61,78
P209,B,79,79
P210,B,17,66
P210,B,19,70
P210,B,22,71
P210,B,23,72
P210,B,34,73
P210,B,43,74
P210,B,55,79
P210,B,59,79
P210,B,74,79
P210,B,90,80
P211,B,17,66
P211,B,33,66
P211,B,34,67
P211,B,37,72
P211,B,49,78
P211,B,52,81
P211,B,68,83
P211,B,84,86
P211,B,85,87
P211,B,92,89
P212,B,21,65
P212,B,32,65
P212,B,36,65
P212,B,39,66
P212,B,43,69
P212,B,49,71
P212,B,50,71
P212,B,52,71
P212,B,57,72
P212,B,69,72
P213,A,34,78
P213,A,38,77
P213,A,47,76
P213,A,71,73
P213,A,72,73
P213,A,80,68
P213,A,88,67
P213,A,92,65
P213,A,95,65
P213,A,97,61
P214,B,17,65
P214,B,20,67
P214,B,23,68
P214,B,30,69
P214,B,42,69
P214,B,47,73
P214,B,48,75
P214,B,70,77
P214,B,81,80
P214,B,86,81
P215,B,12,66
P215,B,15,67
P215,B,16,69
P215,B,25,69
P215,B,46,72
P215,B,49,72
P215,B,54,74
P215,B,57,75
P215,B,65,75
P215,B,82,75
P216,A,18,83
P216,A,61,83
P216,A,67,82
P216,A,75,77
P216,A,81,75
P216,A,83,74
P216,A,85,72
P216,A,90,72
P216,A,93,70
P216,A,95,66
P217,B,19,67
P217,B,23,68
P217,B,28,72
P217,B,29,74
P217,B,33,76
P217,B,54,77
P217,B,59,77
P217,B,61,79
P217,B,62,84
P217,B,67,84
P218,B,3,65
P218,B,14,67
P218,B,20,71
P218,B,24,74
P218,B,36,78
P218,B,39,78
P218,B,43,79
P218,B,50,80
P218,B,55,82
P218,B,71,86
P219,A,18,75
P219,A,37,72
P219,A,53,72
P219,A,66,69
P219,A,68,68
P219,A,70,65
P219,A,81,64
P219,A,87,61
P219,A,98,61
P219,A,99,59
P220,B,4,66
P220,B,11,67
P220,B,14,71
P220,B,22,76
P220,B,34,76
P220,B,36,78
P220,B,39,79
P220,B,64,80
P220,B,69,81
P220,B,83,84
P221,A,13,81
P221,A,33,77
P221,A,34,76
P221,A,35,73
P221,A,38,71
P221,A,81,70
P221,A,86,69
P221,A,94,69
P221,A,95,66
P221,A,99,66
P222,B,17,64
P222,B,19,64
P222,B,28,65
P222,B,30,66
P222,B,33,68
P222,B,39,69
P222,B,43,69
P222,B,45,74
P222,B,48,76
P222,B,86,77
P223,A,46,80
P223,A,50,79
P223,A,54,78
P223,A,61,75
P223,A,63,73
P223,A,67,72
P223,A,82,72
P223,A,84,72
P223,A,89,72
P223,A,100,68
P224,A,12,78
P224,A,29,77
P224,A,38,77
P224,A,48,77
P224,A,52,73
P224,A,57,71
P224,A,68,69
P224,A,69,69
P224,A,78,64
P224,A,83,60
P225,A,21,79
P225,A,46,78
P225,A,51,78
P225,A,58,77
P225,A,63,73
P225,A,74,72
P225,A,87,72
P225,A,89,71
P225,A,95,70
P225,A,98,70
P226,A,43,82
P226,A,46,80
P226,A,47,79
P226,A,60,76
P226,A,61,74
P226,A,65,72
P226,A,70,71
P226,A,76,71
P226,A,79,70
P226,A,93,67
P227,A,15,80
P227,A,18,76
P227,A,25,75
P227,A,31,74
P227,A,37,68
P227,A,46,68
P227,A,67,67
P227,A,70,67
P227,A,85,67
P227,A,100,63
P228,B,6,65
P228,B,14,65
P228,B,24,66
P228,B,29,68
P228,B,38,68
P228,B,44,68
P228,B,54,71
P228,B,59,74
P228,B,66,78
P228,B,85,78
P229,B,1,68
P229,B,9,69
P229,B,14,71
P229,B,18,72
P229,B,20,73
P229,B,21,80
P229,B,30,82
P229,B,32,85
P229,B,34,91
P229,B,90,94
P230,B,20,66
P230,B,23,67
P230,B,30,67
P230,B,39,68
P230,B,53,71
P230,B,66,71
P230,B,81,74
P230,B,83,75
P230,B,86,76
P230,B,94,77
P231,B,15,63
P231,B,30,63
P231,B,34,64
P231,B,42,65
P231,B,43,65
P231,B,50,67
P231,B,56,69
P231,B,77,70
P231,B,78,70
P231,B,90,75
P232,B,9,64
P232,B,17,66
P232,B,18,66
P232,B,36,66
P232,B,40,66
P232,B,48,65
P232,B,58,65
P232,B,61,67
P232,B,69,70
P232,B,82,70
P233,A,26,83
P233,A,27,82
P233,A,36,81
P233,A,45,81
P233,A,57,75
P233,A,61,73
P233,A,65,70
P233,A,66,70
P233,A,79,66
P233,A,89,65
P234,A,36,81
P234,A,37,79
P234,A,39,75
P234,A,45,74
P234,A,49,73
P234,A,67,72
P234,A,69,70
P234,A,83,66
P234,A,84,66
P234,A,95,64
P235,A,20,78
P235,A,35,77
P235,A,36,73
P235,A,44,71
P235,A,50,70
P235,A,66,70
P235,A,70,64
P235,A,74,64
P235,A,78,64
P235,A,89,63
P236,B,17,67
P236,B,21,68
P236,B,28,70
P236,B,32,71
P236,B,40,73
P236,B,49,74
P236,B,51,76
P236,B,53,76
P236,B,62,76
P236,B,63,77
P237,A,35,79
P237,A,58,75
P237,A,76,74
P237,A,77,72
P237,A,83,69
P237,A,85,65
P237,A,87,64
P237,A,88,64
P237,A,89,64
P237,A,94,62
P238,A,24,82
P238,A,30,81
P238,A,66,76
P238,A,73,73
P238,A,75,73
P238,A,77,71
P238,A,88,71
P238,A,92,70
P238,A,95,68
P238,A,100,67
P239,B,11,64
P239,B,15,67
P239,B,16,71
P239,B,17,72
P239,B,20,72
P239,B,21,73
P239,B,33,78
P239,B,36,81
P239,B,63,82
P239,B,72,85
P240,B,4,66
P240,B,5,70
P240,B,20,71
P240,B,22,73
P240,B,29,73
P240,B,32,74
P240,B,44,74
P240,B,49,75
P240,B,65,75
P240,B,79,78
P241,B,4,67
P241,B,29,70
P241,B,31,74
P241,B,36,80
P241,B,41,80
P241,B,50,81
P241,B,60,86
P241,B,67,86
P241,B,70,87
P241,B,72,88
P242,A,11,83
P242,A,24,82
P242,A,48,82
P242,A,70,82
P242,A,82,81
P242,A,85,78
P242,A,86,77
P242,A,87,74
P242,A,89,74
P242,A,95,73
P243,A,21,83
P243,A,33,83
P243,A,39,82
P243,A,42,81
P243,A,69,79
P243,A,75,78
P243,A,84,75
P243,A,90,74
P243,A,91,70
P243,A,99,70
P244,B,9,66
P244,B,12,66
P244,B,28,67
P244,B,32,68
P244,B,35,71
P244,B,36,72
P244,B,40,75
P244,B,41,75
P244,B,53,77
P244,B,70,78
P245,A,23,78
P245,A,35,77
P245,A,39,76
P245,A,63,74
P245,A,78,74
P245,A,84,72
P245,A,86,72
P245,A,88,72
P245,A,91,71
P245,A,95,67
P246,A,30,82
P246,A,64,79
P246,A,65,76
P246,A,67,75
P246,A,74,75
P246,A,82,69
P246,A,87,67
P246,A,90,67
P246,A,92,62
P246,A,95,60
P247,B,18,65
P247,B,24,69
P247,B,26,72
P247,B,28,74
P247,B,31,74
P247,B,36,75
P247,B,38,77
P247,B,46,78
P247,B,49,79
P247,B,54,82
P248,A,29,80
P248,A,32,79
P248,A,44,75
P248,A,52,74
P248,A,60,71
P248,A,75,70
P248,A,78,69
P248,A,84,67
P248,A,85,63
P248,A,93,63
P249,A,13,79
P249,A,18,77
P249,A,19,77
P249,A,46,74
P249,A,59,72
P249,A,76,72
P249,A,84,67
P249,A,92,66
P249,A,96,64
P249,A,99,64
P250,B,8,66
P250,B,36,70
P250,B,45,73
P250,B,60,74
P250,B,61,74
P250,B,65,75
P250,B,66,76
P250,B,68,78
P250,B,71,79
P250,B,74,79
P251,A,30,84
P251,A,36,81
P251,A,46,81
P251,A,56,80
P251,A,68,79
P251,A,70,76
P251,A,77,75
P251,A,79,74
P251,A,87,74
P251,A,99,74
P252,A,31,80
P252,A,45,77
P252,A,61,77
P252,A,64,77
P252,A,73,76
P252,A,74,73
P252,A,78,71
P252,A,80,71
P252,A,86,66
P252,A,91,65
P253,B,19,63
P253,B,23,67
P253,B,32,68
P253,B,41,68
P253,B,52,69
P253,B,54,70
P253,B,61,71
P253,B,68,70
P253,B,77,73
P253,B,79,74
P254,A,16,81
P254,A,21,79
P254,A,34,75
P254,A,38,74
P254,A,39,74
P254,A,53,70
P254,A,60,68
P254,A,82,67
P254,A,90,65
P254,A,99,64
P255,A,27,80
P255,A,57,79
P255,A,58,78
P255,A,78,77
P255,A,83,72
P255,A,86,72
P255,A,90,71
P255,A,93,69
P255,A,96,65
P255,A,100,63
P256,B,5,65
P256,B,15,65
P256,B,17,67
P256,B,36,68
P256,B,41,70
P256,B,43,70
P256,B,49,71
P256,B,59,73
P256,B,82,73
P256,B,89,74
P257,B,17,65
P257,B,23,65
P257,B,32,65
P257,B,33,66
P257,B,35,67
P257,B,40,70
P257,B,41,74
P257,B,45,74
P257,B,56,78
P257,B,65,80
P258,A,32,82
P258,A,43,82
P258,A,67,80
P258,A,68,80
P258,A,73,80
P258,A,78,77
P258,A,86,75
P258,A,88,75
P258,A,89,74
P258,A,94,72
P259,B,4,65
P259,B,18,66
P259,B,22,67
P259,B,30,68
P259,B,49,70
P259,B,50,76
P259,B,59,76
P259,B,62,76
P259,B,69,77
P259,B,72,79
P260,A,14,81
P260,A,33,79
P260,A,38,75
P260,A,51,74
P260,A,57,74
P260,A,68,72
P260,A,80,72
P260,A,90,68
P260,A,93,67
P260,A,95,65
P261,A,6,79
P261,A,9,78
P261,A,19,72
P261,A,45,70
P261,A,65,67
P261,A,77,66
P261,A,79,64
P261,A,88,64
P261,A,90,64
P261,A,99,63
P262,A,22,80
P262,A,36,80
P262,A,58,79
P262,A,64,79
P262,A,68,76
P262,A,72,75
P262,A,76,75
P262,A,82,73
P262,A,98,71
P262,A,99,69
P263,B,6,70
P263,B,15,71
P263,B,24,74
P263,B,25,74
P263,B,27,77
P263,B,34,77
P263,B,52,79
P263,B,57,79
P263,B,70,80
P263,B,85,84
P264,B,6,66
P264,B,19,67
P264,B,25,68
P264,B,26,68
P264,B,40,70
P264,B,45,70
P264,B,46,70
P264,B,47,70
P264,B,70,72
P264,B,76,72
P265,B,20,66
P265,B,28,66
P265,B,33,67
P265,B,35,70
P265,B,47,74
P265,B,54,76
P265,B,57,76
P265,B,65,77
P265,B,70,78
P265,B,79,78
P266,A,22,82
P266,A,31,81
P266,A,35,76
P266,A,46,75
P266,A,57,73
P266,A,67,71
P266,A,69,69
P266,A,70,69
P266,A,79,67
P266,A,89,65
P267,A,22,77
P267,A,39,75
P267,A,46,70
P267,A,64,70
P267,A,66,70
P267,A,83,67
P267,A,87,61
P267,A,88,60
P267,A,89,59
P267,A,90,58
P268,A,20,82
P268,A,44,82
P268,A,63,81
P268,A,74,80
P268,A,78,75
P268,A,82,69
P268,A,86,68
P268,A,87,66
P268,A,93,66
P268,A,94,65
P269,A,6,79
P269,A,40,78
P269,A,43,77
P269,A,45,77
P269,A,50,74
P269,A,63,70
P269,A,66,68
P269,A,76,66
P269,A,89,65
P269,A,97,64
P270,B,14,66
P270,B,26,68
P270,B,28,70
P270,B,31,74
P270,B,40,74
P270,B,41,74
P270,B,46,76
P270,B,74,77
P270,B,76,77
P270,B,78,78
P271,A,6,81
P271,A,17,81
P271,A,18,80
P271,A,28,78
P271,A,35,76
P271,A,41,76
P271,A,69,74
P271,A,81,73
P271,A,87,71
P271,A,97,69
P272,B,11,68
P272,B,18,69
P272,B,30,70
P272,B,31,70
P272,B,32,74
P272,B,35,74
P272,B,42,75
P272,B,58,77
P272,B,69,77
P272,B,70,77
P273,B,25,66
P273,B,31,70
P273,B,32,72
P273,B,34,77
P273,B,45,77
P273,B,46,77
P273,B,49,79
P273,B,51,81
P273,B,52,85
P273,B,65,88
P274,B,7,62
P274,B,16,66
P274,B,19,67
P274,B,23,70
P274,B,26,70
P274,B,35,72
P274,B,41,71
P274,B,43,72
P274,B,48,73
P274,B,68,73
P275,A,19,78
P275,A,24,76
P275,A,49,72
P275,A,50,71
P275,A,57,69
P275,A,62,68
P275,A,81,66
P275,A,86,61
P275,A,96,61
P275,A,98,58
P276,B,13,65
P276,B,18,65
P276,B,33,68
P276,B,41,71
P276,B,44,75
P276,B,57,76
P276,B,64,78
P276,B,72,77
P276,B,76,78
P276,B,97,80
P277,A,37,77
P277,A,52,73
P277,A,64,72
P277,A,81,71
P277,A,84,70
P277,A,87,67
P277,A,94,67
P277,A,95,66
P277,A,96,65
P277,A,98,60
P278,B,15,63
P278,B,17,65
P278,B,20,73
P278,B,24,76
P278,B,25,78
P278,B,26,81
P278,B,34,81
P278,B,44,82
P278,B,77,82
P278,B,87,84
P279,A,14,80
P279,A,15,79
P279,A,43,79
P279,A,44,78
P279,A,55,78
P279,A,68,75
P279,A,77,73
P279,A,80,70
P279,A,84,67
P279,A,99,65
P280,A,37,78
P280,A,40,77
P280,A,49,77
P280,A,51,77
P280,A,53,75
P280,A,70,75
P280,A,74,72
P280,A,84,70
P280,A,91,66
P280,A,96,66
P281,A,31,82
P281,A,57,79
P281,A,59,78
P281,A,60,77
P281,A,68,76
P281,A,69,75
P281,A,81,74
P281,A,85,69
P281,A,89,67
P281,A,90,67
P282,B,11,64
P282,B,28,65
P282,B,39,66
P282,B,47,66
P282,B,48,66
P282,B,51,67
P282,B,53,67
P282,B,56,68
P282,B,60,69
P282,B,71,69
P283,A,31,79
P283,A,52,78
P283,A,60,78
P283,A,62,70
P283,A,84,67
P283,A,85,66
P283,A,90,65
P283,A,95,65
P283,A,97,61
P283,A,98,51
P284,B,25,67
P284,B,27,72
P284,B,28,73
P284,B,34,74
P284,B,36,74
P284,B,40,74
P284,B,42,75
P284,B,43,76
P284,B,79,77
P284,B,87,80
P285,B,13,64
P285,B,16,68
P285,B,24,69
P285,B,26,71
P285,B,31,71
P285,B,35,73
P285,B,43,76
P285,B,52,77
P285,B,72,81
P285,B,77,82
P286,A,23,78
P286,A,45,70
P286,A,49,70
P286,A,71,70
P286,A,83,68
P286,A,90,66
P286,A,91,64
P286,A,93,63
P286,A,96,61
P286,A,99,59
P287,B,16,70
P287,B,24,70
P287,B,25,73
P287,B,34,75
P287,B,39,76
P287,B,42,76
P287,B,45,79
P287,B,63,84
P287,B,79,84
P287,B,97,88
P288,A,57,76
P288,A,59,74
P288,A,60,74
P288,A,62,74
P288,A,67,73
P288,A,74,69
P288,A,83,69
P288,A,92,68
P288,A,94,66
P288,A,99,66
P289,A,35,79
P289,A,51,79
P289,A,52,79
P289,A,56,76
P289,A,63,75
P289,A,64,74
P289,A,76,73
P289,A,82,69
P289,A,86,67
P289,A,96,67
P290,A,32,79
P290,A,34,79
P290,A,49,79
P290,A,54,79
P290,A,66,78
P290,A,81,78
P290,A,82,75
P290,A,91,75
P290,A,96,74
P290,A,98,70
P291,A,27,79
P291,A,30,75
P291,A,44,73
P291,A,45,67
P291,A,53,67
P291,A,70,66
P291,A,71,63
P291,A,72,56
P291,A,74,52
P291,A,75,52
P292,B,3,65
P292,B,14,66
P292,B,22,67
P292,B,23,68
P292,B,27,70
P292,B,28,71
P292,B,32,73
P292,B,45,73
P292,B,68,73
P292,B,94,74
P293,B,17,69
P293,B,19,70
P293,B,28,70
P293,B,32,71
P293,B,35,75
P293,B,36,76
P293,B,44,81
P293,B,48,82
P293,B,55,84
P293,B,80,85
P294,A,12,78
P294,A,38,78
P294,A,41,78
P294,A,46,76
P294,A,58,72
P294,A,64,71
P294,A,69,69
P294,A,70,69
P294,A,80,65
P294,A,88,63
P295,A,11,79
P295,A,39,76
P295,A,52,75
P295,A,56,72
P295,A,65,71
P295,A,88,65
P295,A,92,65
P295,A,93,64
P295,A,98,64
P295,A,100,58
P296,A,13,77
P296,A,14,74
P296,A,36,71
P296,A,55,67
P296,A,57,64
P296,A,63,63
P296,A,73,63
P296,A,87,62
P296,A,92,58
P296,A,100,58
P297,B,11,70
P297,B,17,70
P297,B,22,73
P297,B,23,75
P297,B,26,78
P297,B,27,79
P297,B,29,79
P297,B,46,81
P297,B,56,82
P297,B,63,83
P298,A,16,80
P298,A,23,80
P298,A,31,79
P298,A,48,79
P298,A,58,79
P298,A,70,79
P298,A,71,77
P298,A,83,76
P298,A,92,76
P298,A,98,76
P299,B,4,65
P299,B,10,68
P299,B,12,69
P299,B,21,71
P299,B,25,72
P299,B,28,74
P299,B,35,75
P299,B,44,80
P299,B,60,80
P299,B,66,82
P300,B,9,69
P300,B,17,70
P300,B,23,71
P300,B,25,71
P300,B,33,72
P300,B,41,73
P300,B,47,75
P300,B,57,77
P300,B,71,77
P300,B,72,78
P301,B,7,63
P301,B,9,64
P301,B,10,66
P301,B,17,68
P301,B,18,71
P301,B,21,71
P301,B,24,72
P301,B,34,72
P301,B,50,74
P301,B,52,76
P302,B,2,64
P302,B,4,65
P302,B,15,65
P302,B,18,65
P302,B,21,66
P302,B,28,67
P302,B,35,68
P302,B,41,69
P302,B,58,69
P302,B,73,70
P303,B,16,68
P303,B,23,70
P303,B,45,71
P303,B,51,72
P303,B,53,77
P303,B,58,77
P303,B,69,78
P303,B,72,79
P303,B,83,78
P303,B,95,79
P304,B,21,61
P304,B,22,63
P304,B,23,64
P304,B,29,67
P304,B,39,69
P304,B,40,74
P304,B,46,74
P304,B,50,75
P304,B,53,75
P304,B,66,75
P305,B,15,65
P305,B,16,66
P305,B,21,67
P305,B,23,69
P305,B,25,69
P305,B,27,70
P305,B,30,70
P305,B,38,71
P305,B,43,71
P305,B,47,72
P306,B,8,66
P306,B,19,67
P306,B,25,67
P306,B,28,69
P306,B,40,70
P306,B,41,70
P306,B,63,72
P306,B,69,76
P306,B,78,76
P306,B,87,78
P307,A,26,79
P307,A,29,73
P307,A,49,72
P307,A,66,71
P307,A,68,67
P307,A,70,61
P307,A,77,61
P307,A,89,60
P307,A,90,58
P307,A,97,57
P308,A,38,83
P308,A,51,83
P308,A,65,82
P308,A,68,74
P308,A,84,72
P308,A,89,73
P308,A,90,70
P308,A,91,70
P308,A,92,67
P308,A,96,64
P309,A,15,81
P309,A,16,80
P309,A,19,79
P309,A,39,77
P309,A,52,75
P309,A,71,73
P309,A,77,70
P309,A,79,68
P309,A,86,68
P309,A,92,65
P310,A,38,80
P310,A,41,80
P310,A,47,80
P310,A,60,79
P310,A,67,74
P310,A,76,72
P310,A,79,72
P310,A,82,70
P310,A,93,65
P310,A,98,62
P311,B,16,67
P311,B,18,67
P311,B,19,69
P311,B,22,72
P311,B,26,73
P311,B,30,76
P311,B,31,79
