year,rating,review
2021,2,"It's hard to pick which airlines you want, for example, I don't flying to a certain country cause last two times I've lost luggage etc."
2020,1,"Used KAYAK for years and has always been my go to comparison app. Unfortunately it now requires you to sign in, why? This means I've now switched to alternate apps. Flight searches from 'London all airports' returns only Gatwick!"
2019,4,"It is a very good tool. But it presents offers from only limited airlines per time, limiting options. But a very useful tool."
2019,5,Love this app. been using for a few years and never had any issues. I like that I can see all airlines in one place. Every now and then find amazing flight deals
2019,3,"kayak, I like the cheap flights you have offered, please stop using Vayama as one of your cheap scanned flight. they have scammed a lot of people and I have yet to receive my refund. i'm already thinking of legal avenues just to get their sorry as* to do the right thing."
2020,1,As good as it was. Searching flights is a chore. With update it has been made up into most user unfriendly. Time to look for a replacement search app.
2022,5,"User friendly, safe, easy to navigate, overall its just a really solid app to use, it will always get the job done for me."
2021,5,"That Middle Eastern Commercial Lady I saw on the Ad in YouTube, Whoa She is Hot And sexy and motivated me to download this app. I wish I can have her name and Instagram and then marry her. I haven't used the app just wanted to leave feedback about the Ad. Sexy Stuff"
2023,1,I've never met anyone who has used split flights... Ever! Yet there is no way to have direct flights as default for my searches. Poor design.
2021,5,Does what I usually do on my own but sooo mich faster. With all the filter options it's super easy and fast to find the deal that fits my budget.
2022,1,One of the resllers forced my airline to process a refund i did not want so that they could keep $600 of my ticket price. Kayak wont help resolve the issue. I would recommend that everyone AVOID USING THIS APP bc they work as a referal service for scammers that they dont vet properly.
2020,5,My experience with Kayak is always flawless. This is my go-to site for booking flights and reserving rental cars and never encountered any problems.
2019,5,"By far the best travel app. I've used it religiously for several years, and each time I try something else, I always cone back to KAYAK. Job well done & they keep improving."
2020,5,"Great I find only the best rates for hotels in and around Lafayette, la I have to travel for work I'm in the home health care system and I'm constantly looking for great deals on hotels in Lafayette, la for work so I use this app a lot and always quite satisfied"
2022,2,I've seen several times that the search displays hotels prices that are not real. When you click the site of your partner the price doesn't exist and that's is making me waste a lot of time.
2020,4,"It doesn't always show the lowest fare, but it does show current flights and has a great interface."
2021,5,"This app is phenomenal, I've never seen an app that helps me keep track of all of my reservations like this one does. Truly usual, not just for finding the best deals, but also great at that too!"
2022,5,"This site aggregator does a great job of letting you compare prices and deal specifics. There's also some great ""mobile only"" discounts that pop up that can really save you money."
2019,5,Easy to use and find the exact type of flight you want! Great prices as well! Love the convenience of the app and the flight alerts!
2020,4,When searching flights I really need to see the date. Right now it shows 'Nov 7' to 'Nov 1' instead of 'Nov 17'. I prefer viewing this on the computer because this is time consuming to click in to check the date if I want flex dates...
2018,5,"Convenient and reliable! I love how all of my trips, no matter how i booked them automatically show up in the Kayak app."
2022,1,"Okay so I don't know if it was just a bug or if that's actually what you're trying to charge people but the ticket prices on there are absolutely insane, it literally said $14,000+ I'm just at a loss for words after that"
2021,2,"Usually great but with the latest update trying to book a business flight now grabs a premium economy flight and you need to really be aware that it's not business, even when you specifically choose business cabin Be very aware of this Kayak, please sort this out, it's actually false advertising"
2023,4,"It helps a lot when trying to compare prices. Sometimes it is tricky the information regarding the baggage policies, but overall it has helped a lot."
2021,5,Great deals and medium-level instructions. If you're very familiar with how apps work it will be easy to schedule a variety of flights at a low price.
2019,5,"Amazing app best app to check real fast alot of prices. But there is a new airport in isreal Eilat called ramon, i would like to see it in the future because its international. Its a new airport, but it allready got 2 flight international so... please update it"
2023,4,"While not the prettiest or slickest app out there, it's efficient, and the color coded/shaded airfare calendars are helpful tool when planning a trip."
2018,5,Awesome and reliable site. I can always trust Kayak to deliver the best possible prices from flights to car rentals. Love Kayak! It's the only site I use when I need last minute flight plans.
2021,5,"My go to travel app. I like how you can get flights, cars and accommodation in the same place, I also like how it stores your trips for you. And it always finds me good deals."
2020,1,Slow and confusing as it redirects to sites that ask you all the same questions and make you re-choose your hotel. Also.. the prices change significantly when you click.
2019,1,"it was very great when airlines used to diaplayed their real fare, and not clickbaits to sell expesive tickets, it was useful when able to buy round trips with one transaction not multiple.."
2023,5,I like the way it finds cheapest flight hotels and car rental. I was at the airport and one rental was $1600. On the spot I went on kayak app and with the same rental company it was $700+ only 🙃
2019,5,"After lots of updates, I can finally stop using the mobile website since the features are the same now. The filters are really useful."
2019,1,"Good but TOTALLY USELESS APP. I cannot read your outliney/hollow font. the 3's, 5's and 6's all look the same on my phone. Duh!"
2021,1,"FYI KAYAK is promotin a site to book your flight called SmartFares. I found them through KAYAK and booked a flight, when I called the airline to confirm that all was in order, the airline customer service told me there was nothing book with reservation # or my name. I called many times SmartFares and they kept disconecting the call. I ended up calling my credit card to cancel the transsaction with SmartFares. Becareful!"
2019,5,"Great app, use it 6-7 times a year for domestic and international flights. Great experience, efficient and user friendly."
2019,5,Only start using it last month. It is a must for traveller and absolutely a game changer. 5 star are indeed wll deserved and a well done to the developers. Highly recommended 🔝
2020,4,"Really nice pricing and sometimes is the unique platforms where you can easily make a Ryanair flight with decent transit (otherwise you should make it manually, which take hours, and probably you will made a mistake like 17 hours at the airport waiting your next flight)"
2019,4,"I have been exploring this app fo 2 days now, so I am still getting acquainted with it. I shall return with a better review later. But so far so good. I like having options from all types of booking sites. ~TOODLES~"
2022,5,"Of all of the third-party travel apps out there, Kayak seems to me to be the most straightforward and leads to the best deals."
2022,3,"Seeing actual prices in the date selector similar to Google Flights on a mobile browser, rather than just some color coding, would be a huge improvement."
2021,5,"pretty awesome! in fact i did not expect it to be that detailed, and yet simple to use, and quite accurate; i was thinking for a while about joining Kayak and i wasn't doing it but hey it's definitely worth it!"
2021,1,Do not. I reapet DO NOT use (travelgenio)!!! on this app. They are a scam and will rip you off. Now with this whole covid thing going on these companies are finding ways to get over and not pay your money back. Cancing trips and not answering the phone.
2021,5,"Love this app. Always finds me the best prices, and some unique places to stay every time. Book all my trips to Europe with them. Will use them again and again. 👍"
2022,2,A great app - but you need to be careful - Kayak offers great prices with companies without a customer service. There's no option to cancel or complaint.
2020,3,"All good, but when selecting one day rental, it sets automatically +1 hour for the return time (intentionally or not), which increases the cost if unnoticed."
2019,5,I have used this app in the US and other countries and it's good for booking a planned vacation. But it's also been a life saver when you can't find a hotel somewhere.
2019,1,"takes forever to load, then search for airports does not show any results. seems that connectivity to the server is dead slow."
2019,5,Out of all the travel apps Kayak definitely sits at my top favourite . The search engine is awesome and it genuinely seems to strike better prices than it's competitors
2022,5,"Excellent! Love that it shows the prices. Great time saver. Just one thing, why are my emails showing prices in £ not $? How do I fix it?"
2020,3,Keeps on crashing on Android. When tracking flight date default to previous day. Most times apps crush. No search results
2018,2,"Looks good but you are drawn in by cheap hotel prices which change as soon as you open the link, rarely are they the same as what you see when you search"
2019,5,"I've used this app for almost 10 years...love it! I haven't traveled much since hubby retired from the military, but I use it to plan our vacations. It keeps getting better and better!"
2022,5,"Personally I've found that out of all the apps of it's type, such as hopper or Expedia it always finds the best deals and is very quick"
2020,5,With you I have no problem it's with the Airlines airports border controls etc I have a problem you would think in this day and age you could pass through airports airside without needing to go into quarantine if you use the same airline but to get a straight answer everyone refers you to someone else so I find your or app very straightforward yours Brent Watts
2019,5,"Look no further, this app is reliable in comparison to other search engines. Gives me the options comparing different sites and getting the best deals."
2023,5,I'm happy with kayak app. So far so good. 5 star for sure. Organized perfectly. Explore all app in period of 24hour and learned how to use it. Just amazing.
2019,1,"DO NOT BUY TICKETS THROUGH KAYAK! I lost $6000 worth of tickets over three days in April 2018 even though some were bought over a month in advance and cancelled in less than 24 hours after buying the tickets. Even with cancellation insurance, I only received a refund of $125. Apparently unknown companies sell cancellation insurance on Kayak because when I tried to file a claim, Kayak said they had no idea who was selling the insurance? Use the site to find the route but buy the tickets yourself."
2019,1,some of kayak partners have some bad cancellation policies some good some really bad. i wouldn't recommend this app at all. i think now that's how this app makes it's money. screw people over if they find a better deal.
2023,1,"What happened? Used the Kayak app all the time....now it's unusable. It keeps getting stuck, can't look up anything. Will be un-installing if this continues."
2020,1,This version of kayak app sucks the last version was way better I've never had so many problems I've used kayak for years very disappointed please fix your app
2019,5,1 of the best travel booking sites i have ever experienced. i always book everything related to travel from this site. highly recommended.
2021,3,"It was good so far. But new updated version loses the option to book with Kayak. Please keep the option "" Book with Kayak"" in every flight info. Do not redirect to any websites"
2019,5,I have used it for over 7 years and find it a great app. I like the notifications re flights gates time change etc.
2022,5,The best ticketing app I've used which includes many platforms. I like the+-3 days for finding the best deal if you're flexible with timing!
2022,1,Called customer service to cancel a flight and they keep hanging up on me 5X they don't address you with thank you or anything really bad cust serv from over seas by the sound of the voice. Will never use this app even if I have to pay more
2023,5,Really like feature of it showing adjustable dates with pricing.. New to this & seems very easy to understand ... THANK YOU!!
2022,4,"Lately I've been having a lot of issues with failed refreshes. I've rebooted, un/re-installed...no change."
2018,5,I use the Kayak often while out of the country on business for last minute hotel and flight arrangements. Always lots of options and great prices.
2018,5,Haven't actually booked a flight yet but quickly searches through all the travel websites. Easy one stop site for your travel needs.
2018,5,"Ads are a pain and if there was another I'd delete it. Ads that's supportive, contributory, fine. Disruptive, no. And you even ask if they are disruptive! You know they are."
2023,5,"I've relied on good prices from kayak for years, before even the app existed. The app makes the searching experience even easier. Thanks Kayak."
2019,4,"Automatically sharing trip details with a given email address isn't working. i have to manually forward... couldn't find help out support in the app, so posting here"
2022,3,"Kayak is ok, but I wish you could see rooms, sizes, descriptions, etc... I end up leaving the app to search the hotel's website, which is probably not what kayak would want..."
2023,2,"Why no hotel + flight on the app? And anytime I try to do something on the website, it loads this app and erases all my progress. Had to uninstall to actually book my trip."
2019,1,"where is ""trips"" section? its gone in both app and web! ::[[[ do you restrict some users from the full functions? upd for dev: it's NOT in the menu - do u think i'm blind?? mentioned support page immediately hides feedback form if Trips topic is selected"
2020,5,"Works great, saves me money, great UI/UX. Expedia is also awesome tough and has found me deals that kayak doesn't show."
2021,1,"Broken. Booked wrong days twice by auto changing fields. Wasted a lot of $$ on two wrong, non refundable bookings. Impossible to get ahold of customer service."
2019,5,"I can find the best prices very quick with just standing home and enjoying my coffee.I have booked many times my flights through this app and I didn't have a problem at all, I definitely recomend it👍"
2021,5,Very good to navigate the entry States snnd flight options. It is timely and up to date.
2023,5,"All in one place, whenever I need an app or site that can give the best value for flights my go to is Kayak. I specially love the world map where you can see cheap flights all around the world"
2018,5,"I have only ever used Kayak for flights but I will look into the other offers they give. It is cheap, they compare prices, great app, love it."
2023,1,Prices shown are higher than if you go to/through the hotels directly or the other travel apps that they are comparing.
2022,3,"Trip planning could be easier. Such as all inclusive deals, total price of the trip and itenerary."
2018,2,Only useful for the trips feature. The actual search features are lacking compared with momondo and skyscanner
2020,1,"As others have said, android legacy systems cannot use this app. Running android 7 here, and getting no results. Uninstalling and switching elsewhere"
2021,1,Very bad customer service. No one to answer phone calls or emails. Horrible traveling experience.
2023,5,I always use kayak to find the best flight options. And the trip function is really handy.
2022,5,Hi. I am unable to search for flights since yesterday and the app said that I should give you feedback if it continues. Something needs to be done. Thanks.
2020,1,"It was a decent app before they forced people to create an account or sign in. Very foolish, I'm done with Kayak. There are plenty of other apps which don't force me to share my personal info."
2023,5,The interface is very user-friendly; I often prefer it to google for rapid travel information due to ease of use.
2022,5,"Always use kayak when looking for airline tickets, especially for international flights. I use it for reference."
2019,1,Been trying to book a flight for 5 days and still not pushing through. I called my bank and it seems that your site has the problem not my card. This is so upsetting!
2023,5,I switched to Kayak for the trips feature which Google inexplicably decided to get rid of and it's great! See ya Google Travel.
2018,4,I'm having issues communicating back to you thru the kayak app. When I try to rate from the email - How was your trip with Southwest to San Diego? None of the links work.
2023,5,Great way to get the best price! Compare all airline prices or car rentals. Easy to use modify your search ect...
2018,4,"Its missing package option. Flight+hotel and also if that is added then the feature of ""I only need hotel for a part of my trip"" must be added."
2020,4,I use all the booking apps. Lately kayak is the first to be opened in searchs for options on budget friendly prices
2019,4,"Wonderful app Looking forward to the time when all the airlines, including the discounted ones, show up in my searches."
2019,5,I like the explorer feature where you can check prices around the world and monitor different trip ideas in planning with a plus or minus 1 to 3 day feature.
2019,5,"I travel frequently and have been using Kayak for many years now. It's the only one I use, always gives me the best deals, flights & prices."
2023,5,This is the best air travel application that I've ever used. It hasn't disappointed me even when purchasing tickets through it. Well done and keep it up!
2020,5,"Best flight finder, hands down. This app will look for routes that no other app or site can and will open up possibilities that you haven't even thought of."
2019,5,"Love the ease of use and simplicity of the app! In one go, i can see the best prices of hotels and flights with taxes."
2020,5,"I've been using kayak since before the invention of the horse. I love this engine. The app is a very functional, effective tool that helps you get right to the point."
2020,2,Be careful when using this app. They take NO responsibility for the BS companies they allow to list on here. Like Fox Rental Cars. Zero human interaction in the event of an issue. Trip Advisor much better customer service.
2018,2,"Was loving the app but all of a sudden, I cannot connect to the app via WiFi or data. Very frustrating"
2019,1,"they probably track how many time you look for a flight and raise the price, if you go incognito on your browser and look for the same price you might be surprise.."
2019,4,We have used this app for flights almost 7 years now. It is fairly comprehensive and easier to use than other booking apps.
2019,1,If the language on your device isn't set to English (e.g. Russian) then the section Trips disappears. It happened recently after previous update
2019,3,It's ok would give higher score if listed packages from Canada in Canadian prices. All email packages I receive are from JFK departures in US $ totally useless to us. Will uninstall and block their emails or unsubscribe.
2020,2,"I Just Uninstalled it. Why do you force people to sign in? It was a good app before the latest update, there are plenty of apps which don't require all that bureaucracy to check flight prices."
2022,1,I should be on the flight 29 August from Cayman islands transit thru Tampa to England and never knew that I should have a transit Visa any how is when I reach to the airport I knew that I should have it I receive it call the company asking for a different date to travel they didnot from I have been traveling I never knew that a person can't change date offer purchasing a ticket people be careful with this App Kayak a thief them you a lone leave on the wayside .
2021,1,"DO NOT BUY flight tickets, KAYAK is NOT returning the money of flights that were canceled by airlines even when I purchased straight with KAYAK. They told me to call the airline and I told them why? I booked thru you. I moved to Expedia they assist you way better. Do yourself a favor don't make the same mistake I did."
2022,5,Kayak rocks. It is my go to for trip planning. The Flex Dates feature is fantastic for finding the most affordable flights across many days fast.
2023,1,"Won't be using Kayak again. The company they use Travelers help desk was suppose to accept our tickets from American Airlines but they didn't. So when we went to get our itinerary we found out our ticket was suspended. After talking with American Airlines they were able to reactivate the tickets but it was an additional 600 dollars, update, U am currently working with Kayak customer service, they have contacted Travelers help desk and they will contact me, So just waiting to hear from them."
2023,5,Great place to start planning your travels. UI is amazing and it integrates well
2023,5,Great deals on international flights. You can even get good carriers for cheap if you choose the self-transfer option
2020,4,"Love the filters you can apply, and that you can sort by best days to travel (instead of guessing when it will be cheapest)"
2019,5,I like the trip itinerary planning feature. Keeps track of all my conformations in one location.
2018,2,"They don't give you right prices and their support is terrible. Instead of being greatfully for your time explaining their error, they keep saying the same execuses. Don't buy tickets using their plataform, is not trustful and the support won't treat you well."
2023,5,Always good place to find good reasonably priced flights. Easy to use interface too.
2019,5,I love Kayak because it's easy to use and to find deals without all the crazy extra windows and blinking stuff like other apps.
2021,5,Explore feature in this app is really a great one feature for budget traveling & helps exploring the new routes worldwide within pocket friendly budgets
2022,1,"I ordered my flight. Money was taken out but I received no email with the flight. Now I can't contact anyone to figure out the time, date or flight carrier. This is ridiculous. Atleast you should show what flight I purchased. Who am i suppose to contact to get help?"
2022,1,Not as advertised. Downloaded specifically for the bag measuring tool and there is no option for it anywhere on the app.
2022,5,Excellent travel price search up. Intuitive controls and display.
2021,1,"New update is horrible. Constantly applies filters. When I close them, it puts them right back in."
2022,5,I always use Kayak to get great prices and multiple choices. Filters are handy to get what you want.
2019,5,Excellent selectability and ease of use. Options are easy to investigate and price.
2020,5,"For years this became the tool i am uaing exclusively for travel planning. Easy, flexible, reliable."
2019,5,everything u need to find in one app bought flight with ease always the best prices no false advertising it very simple and fast to use it takes you directly to the proper airlines or hotel love it
2019,5,"Awesome app for flights, hotels and cars. Gives me best deal comparison for all three. Really useful."
2021,3,"Laat time price alert now the traveler option can change i choose 2 traveler adult 1 youth and 1 child. But the option not change still 1 traveler..so i can find the price, annoyed."
2019,1,"Kayak has lately been offering bookings from a fraudulent outfit called Agoda. I booked a $72 one night stay at a condo and 10 mins later was notified by my bank that they had blocked a fraud attempt by some LLC in Hong Kong with a different name to hit my card for $272. When I notified Kayak of this, they blew it off and asked Agoda to contact me directly like I didn't get mints on my pillow or something. This isn't bad customer service...this is actively supporting fraud for profit."
2019,5,"I feel like there are many more options, abundant info on places, better deals when planning a trip"
2020,3,"I just deleted the app after being a faithful user for many years, due to the new obligation to register a profile. I'll keep using the web service as long as logging in isn't required."
2021,1,"Worst customer service. Don't book your flights through Kayak, book directly through airline. My flights were canceled. Called kayak customer service multiple times, put on hold for hours, and transferred from one department to other - customer support, schedule change, refund departments, with no solution. Called airline and they said refund can processed if the booking agent kayak files RA number. But kayak does not provide the RA number. Kayak Customer service is rude and has no empathy."
2021,1,Dodgy agencies! Sent me to edreams which ripped me off and pretended to sell me a flight! I also had an issue with a flight i booked through a different agency years ago where i was stopped at the airport and they wouldn't let me fly.
2020,1,These are scumbags taking advantage of people while in a state of emergency in the United States do not trust these people do not use this app they send you to other sites that are just scammed to get your money and hold your money to 15 to 30 days so they can make interest off it and then get it back to give it back to you after they made their interest and inconvenience in you
2018,4,"Overall good app, but prices in the explore mode significantly different from the ones via web interface"
2019,2,think it might be a glitch but you can't search the destination ypu want to go to with out it saying no results found. ie man to Lisbon or man to Tokyo
2021,1,"Do not book from Kayak or its partner Priceline. I booked a car from Kayak and canceled after a few hours. Despite their return policy, they did not refund in full ($50 missed). Nobody responded me until now!"
2020,5,I am using this app fir years and no other app is as good as this. You get best prices. But tgete is one downside that it uses cookies to prevent giving cheaper prices next time.
2022,1,Not able to change the cost to total cost in the settings. I am alway seeing single flight fees.
2023,1,"Made a flight and then it appears it did not work. Disappointed right now, time will tell but poor start out of the gate. Very poor."
2022,2,Most of the hotels in search results are unavailable on the dates specified. UX is good but on the whole it's a waste of my time.
2023,3,"Was fantastic till I connected it to my google account. Now it is too busy trying to ""help"" and keeps getting stuck doing even the basic things"
2019,5,Best app for searching travel i have ever utilized. app actually works better than the online version if you ask me and easier and simpler to use.
2022,1,"Waste of time, prices never match with the linked sitee or the flights don't exist, even to the point where spent the time putting in all the details and credit card information then it fails to process the payment as flights do not exist"
2022,3,Great app but lags on the plane tickets. United airlines never works ever . Used to not be like that but lately it's horrible
2021,3,Doesn't work at all.. i write the city name and it disappears one i press the V button. Update : Seems to be working now after the phone updated to andriod 11
2018,4,Easy to use. Well laid out. Reasonably intuitive. I'd recommend it for anyone who travels.
2019,5,"I use this app to plan every trip, I highly recommend this company. very fair prices and never had any issues."
2022,2,"There is no option to put all airports in the country, you always have to select the particular one. Uninstalling."
2022,5,It great but it would be better if it can let me know prices in surrounding airports to find the cheapest airport too.
2019,1,"You took my favorite feature away: Watchlist. It is useful and without it, this app makes no sense for me. If it's not back I'm gonna uninstall it."
2021,1,I am very disappointed to this application! This is a 💯legit scam until now still its not paid my booking and i didn't find may eticket and the oman air asking for settle this payment 1st but my credit card is is already lessen worth of $977😭😭😭😭😭
2019,5,Simple. Full of tracking options. Love the anywhere anytime part to see where is cheaper from my origin airports
2021,1,Filter does not function. Filter out an airport... but it still shows up on the list.
2023,4,A good app to find which airlines are flying where at what time and the cost. I'm going to use it more for booking hotels and keeping travel info in one place.
2022,5,"Kayak is great one stop shopping for trip planning. It is also a wonerful trip organizer with notifications of flight changes, checkin times andgate changes at airports which unfortunately has become a routine travel eaperience in the USA."
2019,5,"Absolutely a must for traveling. Easy and convenient to use, keeps you informed with fluctuating air fares and flight changes."
2019,1,"Firstq1 of all, this app can barely find any flights, secondly, this is to complicated, ALSO THE ADS ARE CLEARLY NOTHING LIKE THE REAL THING!"
2018,5,"Great deals, great UI for easily browsing around and easy comparing different websites!"
2018,3,The app is actually easy to use when it works. Sometimes on my Android phone the app refuses to accept flight dates and crashes.
2020,5,"Great App. Very fast, easy to use, and unlike Skyscanner, the flights shown are actually available"
2023,5,"Good app! Very fast, informative and full of filters to personalise the search."
2023,5,Kayak knows better than most airlines when you're departure or arrival will be early or delayed. Perfect for airport pickups and drop offs.
2020,1,Force Signup to window shop for hotels... This used to be great...now its a typical marketing wasteland. Uninstall! There are plenty others to use.
2020,1,"Contrary to online price choices do not allow to filter booking site by airlines only, airlines are more responsible then resellers in my experience. Also selecting business class for some reason economy seats appear, what is the point?"
2019,4,Wish I could save potential trips as I am searching for vacation options. Honestly I just been using the app for 2 days... Not sure if that's actually a function.
2020,5,One of the better apps I have installed and worked with. Very quick and to-the-point. I am yet to book a flight on it and will report as soon as it is done.
2020,5,"I like this app however I found that it tends to find the better deals for western countries, but not always the lowest deals for countries in the east."
2023,1,"The worse service. No one picked up calls when you need, dont buy tickets on this app. I will buy in flight agency."
2023,5,"Very nice app, extremely low prices for flight. I recommend this app to y'all if you are a cheap person😁, very nice app"
2018,1,"According to the Finincial Times, the androod version of this is one of 20 or so popular apps that shares user data with Facebook - without asking user permission. I am uninstalling."
2020,5,Straight forward display of information. Easy to understand and modify your searches.
2022,5,"I love kayak. I ways find a great deal on flights, car rentals and vacations. My family can't believe the prices and deals I find. Owe it all to kayak."
2019,5,"Great, user friendly and easy to use. Especially the multi city option."
2021,5,Got all the options I wanted except attractions which I needed since I am traveling with my kids for fun. Great app guys though . I will recommend to friends thoug
2022,1,I have been trying for days now to book a flight from Johannesburg to Durban and I keep getting an error that says couldn't be processed. I give it time and go again still same issue. Please help.
2023,3,No widgets support. I love Kayak Trips to access my flights and hotels at a glance but the lack of widgets prevent me from switching from Trip it.
2019,5,It really works.Prevents you from all the hassle of finding cheap air tickets. It does the job perfectly.
2018,1,"Doesn't seem to work in China. Shows no flights from both WUX or PVG on any given date, using VPN or not doesn't make a difference."
2019,1,When clicking $29 flights nothing happens. Looks like Travelgenio abusing your platform and I do not see normal flights because of it. All flights comes from Travelgenio.
2018,5,"Works perfectly especially when you're about to take a quick vacation that doesn't require much planning, Kayak does that for you!"
2021,4,"Quick and manageable site, easy to maneuver...and love the forecasting advice...You should have better tie ups with airlines so you can offer better rates than other provider."
2020,1,Most confusing app I've ever used. I was trying to book a flight from Dallas to Orlando and the best result it gave me was Dallas to Dallas for $111.00
2023,1,"Can't make any searches, doesn't work!"
2019,1,"Hotel price alert emails are useless. Eg last email said ""hotels down by 77% "".. hotel name not mentioned in the email..click on links, again doesn't identify the cheap hotel. Waste of time"
2019,5,super easy to find anything your looking for and always ends up being the best price!
2019,4,"A really good app, I wish I could be able to see the prices of flights by looking at the calendar."
2018,4,"While a good and handy travel app, more and better user data management is needed. Reduce the number of clicks when deletion is required."
2022,4,The kayak website usually shows dates in green that have deals but why does the app not show the highlighted dates that have good deals. It would help in searched
2021,5,My favorite engine for search flights. Please don't change never and continue like this!!! Best app ever for flights search.
2019,4,"pretty easy to use, some of the prices shown don't seem accurate when you try to book"
2022,3,"Add a tab for saved flights, if I want to compare saved flights i have to look at each search individually"
2023,2,"Very bad No feedback allowed Always changed dates Current position can't be found Once transferred data to another app, dates are changed."
2023,5,efficient and easy to use
2023,1,"This app was good, now you can book a room that's not there and good luck on a refund, that's the world according kayak and super travel these days I can see how they make money 👎👎"
2019,5,best app gives best price for booking and same price given at a time no change at merchant site very nice and easy app but have to make account individually for all airline
2022,5,"Easy app, really works well and isn't false information. Always gets me the flights and the car hire it's found me"
2019,5,"Wonderful app, I love the layout, intuitive design and exceptional accomidations filters!!"
2023,4,"Love the Kayak app, both for searching for flights but also keeping your trip information organised in one place by forwarding your receipts to Kayak."
2021,4,"Very useful when comparing prices but there's room for improvement for other features like deals, airline ratings etc."
2019,4,airlines use kayak and others to plug holes for cheap flights. so dont look to often . i always use kayak first anyway .
2021,2,"Prices not stable unlike before, difficult to navigate the UI, which was basically the reason Kayak was so good previously."
2020,4,Nice update. Please remove the white bar at the bottom of the screen for full screen gestures.
2020,4,I t has nice filter and sort features. The only missing thing is to be able to. combine trips
2021,5,Great filters and I really enjoy seeing the prices from so many different sites all at once.
2019,4,"Great tool, would be better if it saved +/- day and bag options to saved searches."
2021,5,"I had issue with just fly through kayak, but the immediate respond from Kayak and just fly . Issue fixed. Thank you kayak, thank you just fly."
2019,4,Easy to use and i used to use Skyscanner but now i find the interface of this much easier to use and the numbers appear larger
2020,5,"Great way to find the best deals for traveling. Book everything in one place....air fare, hotels and rental cars."
2023,5,"Easy to get pricing for trips from flights, hotels, and car rentals. Let's you know the best deals too."
2021,5,Love kayak! Always comes through in a Last minute pinch. Plus the features on the app work really well.. Thanks a lot guys!
2019,5,"Easy to use, affordable price and the most important is kayak have option for checking luggage which is important where many air flights not include it nowadays"
2020,5,Great app features such as choosing variable date ranges and organizing the desired flight+housing into itinerary form.
2018,5,Great app for finding and buying flights. Even has how many bags you can check on your international flights.
2023,2,Was not able to connect through Google 3rd party
2023,5,great travel search tool
2023,5,best for checking all the airlines
2023,5,Best airline tickets. I always use Kayak!!
2020,1,This app never let's me select package deals... I can only choose Flights or hotels I can never bundle on the app that sucks.....
2023,2,Linked site doesn't offer same price searched
2022,5,Excellent app for searching lowest airfares. I checked a fare in domestic flight in India in GOIBIBO and Makemytrip. It showed lowest fare as 6900 INR. Even on airlines website lowest fare was 6900 INR.But strangely KAYAK guided me to websites where ultimately I bought tickets at 3500INR. Would recommend this app to fellow travellers for searching lowest airfares
2023,3,Better quotes of price would be appreciated
2019,5,simple easy and all in one place. i love the digital boarding passes too.
2020,4,Good app but have some issues after latest update!!! In dark mode hours are not visible in rent a car option. Please update!
2021,5,My go to traval app.i like how you can get flights cars and accommodation in the same place.l also like how it stores your trips for you..
2022,3,I am disappointed this app will not let you choose a handicap room. Would like to see this change making easier to use when booking hotels.
2021,1,Looks like this app steers you to the highest rates they can find. $450/night for a motel. Anyone paying that is an idiot. Uninstalled as quickly as I installed it.
2022,5,My go to app anytime I'm booking a trip. Very easy to use with plenty of options.
2023,5,I always use Kayak to plan my trips. Excellent reference for when prices are estimated be the best.
2019,5,I love this app my husband and i work for the airlines so we just have to get hotels and we got the best rate in NYC for a week vacation could not be more happy with this app
2019,1,"Its very bad experience they does not booked tickets and cuts my credit card payment if we connect kayak they saidThanks for reaching out to KAYAK. A quick reminder, KAYAK lets you easily compare hundreds of travel sites at once. Once you find the booking option you like, KAYAK gives you choices where to book. You can book with an airline, hotel, car rental company, an online travel agency or via KAYAK through one of our third-party providers. We do not have record of any recent reservations"
2020,5,Gives accurate and a wide range of services. Extremely helpful and useful app.
2022,5,At this point I have only used Kayak for rental vehicles. This app always gives me the cheapest price for the vehicle I'm needing.
2023,1,the check in with baggage makes a huge difference
2020,5,"A must-have app if one does any traveling, even if it's just one night of the a year. I always find the best rates on Kayak."
2019,5,"love all the filters, makes shopping easier, love the ""anywhere"" flight destination.. fun to dream !!"
2022,5,"Need provision to add past trips for record keeping purpose, by adding the past dates manually, also add sea journey by ship, also add feature for managing airport lounge access cards"
2019,5,Simply beautiful. very much useful for frequent flyers and those who are planning for a trip.
2023,4,"I've been using kayak for more than 5 years. I liked it better in the past. All the marketing is annoying, but I guess they have to make money"
2023,5,"After trying out a lot of flight-searching apps I think Kayak has the leadership, best experience, best flights."
2023,5,Easy.to use and the app helps you put a whole itinerary together in minutes. I planned a short notice trip in a matter of 48hrs
2019,4,"It's very good app we wish that your partners always write the luggage weights allowed with each ticket, all the best."
2023,4,"This app is easy to use, and it is very accurate. I like the almost ads-free experience."
2022,1,I have booked a flight ticket which took me to Ease my trip website. The payment is done. But I haven't been given the ticket neither to my registered mail Or phone number. What's the issue?
2023,3,Does not cover all options so have to see other sites as well. And fair shown are sometimes different from actula fares.
2020,5,Very easy to use and pulls from all the different travel apps.
2021,5,Great and convenient way to get trip started in as little as no time in a travel agent office as to old traditional way 😀love it .
2022,5,Great APP you can see on the calendar the dates that should be cheaper and the ones more expensive.
2022,2,90% of the time when I click on a deal the page is blank. Must be a bug somewhere.
2023,5,My experience with KAYAK is excellent. I recommend to book with KAYAK.
