,year,rating,review,roberta_neg,roberta_neu,roberta_pos
9485,2016,1,"From start to end after all pages you going through,  they try to justify why the initial price is became double and more...scam. All this passing from app to flights providers sites...everyone look to find a reason to get you pay more. Reinvent yourself... Ideea was good",,,
9486,2016,4,"OK, so generally this seems fine. Personally though I feel the options of this and similar apps could be so much better. Living in rural UK for example, I have to travel to ANY airport and would find an option that gave me (say) the best prices to a destination (or any destination) from ANY north east airport most useful. Even any airport within a given radius of my location?",,,
9487,2016,1,This used to be one of my favourite apps for usability and user experience. So easy to navigate and find flights on a mobile device. Since the update it's nearly impossible. Resorted to the website until it's sorted. The app just doesn't make sense anymore from an end user perspective.,,,
9488,2016,1,Do not attempt to reengage me through notifications (!) for a service I need only every few months. Squelching ALL notifications from an app using the OS settings is NOT a solution against abuse of device functionality and is a violation of developer guidelines.   Uninstalled after three years of use.,,,
9489,2016,5,"Very easy to use. Provides a bar graph to easily view the best dates to go places without having to re-enter information. Subscribe tool is great to notify price changes. Overall, best app I've seen to find best deals on flights.",,,
9490,2016,5,"Great application, everything works smoothly and with ease. Simplistic design which gets you what you want and fast! Plus you get no annoying adds. I would recommend this app to anyone who wants to get accurate flight information and book flights for any price quickly and with super ease.",,,
9491,2016,5,"This app is everything a traveler would need, who is on a budget and still want to travel the world.  Easy to use, takes the hassle and stress out of looking flights as well as converting to the currency you are paying with. Also has tons of other useful tools.",,,
9492,2016,1,If you're searching multiple destinations and want to go back and forth the usability is bad. You keep having to press the back button to each airport (departure/arrival) separately and recent searches are way below the keyboard on screen. It's just really clunky to use and needs improvement,,,
9493,2016,1,New update without the anywhere &  anytime option is such a big step back that I have removed the app. Flexibility  of looking for the best price is what made this app unique. Edited the review to include the loss of anywhere & anytime option after feedback from the developer.,,,
9494,2016,5,"Hands down the ultimate airfare ticket finder app you will ever need. Even cheaper prices than Google Matrix website. Nice design, easy to use, the price trend feature is very helpful. Highly recommended.",,,
9495,2016,5,I have always checked and booked flights through sky scanner and I love it! If there are any issues it's usually with the linked sites and can be sorted out easily. Keep up the good work 😉,,,
9496,2016,5,I travel a lot every year. This app makes it easy! Definitely the best out there if u wanna make sure u get the most options& the cheapest flight. Google should just buy it & make it the standard Google flight!,,,
9497,2016,3,Good app but when you buy the tickets on some sites you get a email back saying sorry the price has changed to get your flight you need to pay the extra. What's the point of finding cheap flights if the price isn't the true cost of the flight.,,,
9498,2016,5,"Intuitive, sorts results in any order you need. Works without having to login to just research flights. Includes Southwest, doesn't charge any fees. Highly recommend!",,,
9499,2016,5,The app itself does what you ideally do before booking a flight - find the cheapest airfare deals available from multiple agents. And the experience is smooth and hassle-free!  Just loving this app.,,,
9500,2016,5,"I've used Skyscanner for a couple years to plan all the flights for my various trips, and it has definitely helped out a lot! They are getting a lot more efficient too, mostly cosmetic but also in making it simpler and quicker to find the cheapest rates",,,
9501,2016,4,I clicked the bell button but it says 'unable to create price alert'. This is a really good app but would love it if this could be fixed. Thanks !,,,
9502,2016,5,"I like the UI it is clean and easy to find whatever you are looking for and the search is fast for the number of results and air companies it is retrieving data. also can't leave behind the ""alert"" feature that sends email when there is a significant price change.",,,
9503,2016,1,New update is awful and messy and makes it incredibly difficult to do some things in the name of making the design sleeker. Can no longer easily browse the cheapest flights to anywhere instead have to enter a destination,,,
9504,2016,5,"Great and easy way to search for cheap flights. Gives suggestions on cheapest time to fly. Has an option to look at flights for ""Everywhere"" to see the best deals for international and domestic flights.",,,
9505,2016,4,Nice interface and unparalleled aggregation. I have just one complaint. They don't allow flights to be filtered on refundability on cancellation.,,,
9506,2016,4,Great app and ive used it lots of times. But ive just updated it and the price comparison between days is gone? Is the button that used to be at the top moved somewhere else as it was great to compare prices between several days?,,,
9507,2016,4,Excellent application that searches all Airlines even the low budget ones. Share function is awesome. Please add multi-city search option!,,,
9508,2016,4,"For instance, notifications on a specific flight combo with specific departure and arrival times would be more useful. Or at least notifications that take the filter into account i. e. notify when prices drop but only within the filter parameters.",,,
9509,2016,5,Reliable. I love how they also have PHP availabl e as currency while others have very limited available currencies. Makes it easier for me to find good flights as i dont need to convert anymore,,,
9510,2016,4,"I'm using this app for couple of years now, and managed to get better prices for my overseas  trips then in any of travel agency. Thanks",,,
9511,2016,4,"The new version is very user friendly and really useful.  Just missing to be able to search for multiple-stop trips (A to B, then B to C and then C to A)",,,
9512,2016,5,Amazing app. We can find cheapest flight ever. Also the app recommended us a star vise catagory so it can helpfull for us also,,,
9513,2016,5,Have not yet made any booking. But the interface is very cool and pricing seems transparent.  Thumps up.,,,
9514,2016,4,Great and efficient app. I would love to be able to search multi-city flights just like on the website though.,,,
9515,2017,4,"Great app! User friendly, best prices. Does it accept all credit cards from.around.the world?",,,
9516,2016,5,App is super easy! Removing and adding alerts finding the right flight for the right price. It's perfect.,,,
9517,2016,5,"Very helpful and worry -free. A real planner, searches out the most cheapest flight accurately.",,,
9518,2016,4,"Like the per country origin and ""anywhere"" destination possibilities. It would be great if one could specify a list of places, e.g. comma separated.",,,
9519,2016,5,Easy to use. I've booked 2 international flights using this app. Just great.,,,
9520,2016,4,why there's NO cebu pacific plane flights? Only PAL and air asia. please answer me,,,
9521,2016,3,The app does not allow user to scan for multiple cities booking. It will be perfect if it comes with this function,,,
9522,2016,5,"To obtain and monitor price changes among the airline companies, it is a magnicifent app. Highly recommended and appreciated!",,,
9523,2016,4,"The app is great,  easy to use and true.  I did a side by side check on airline website and the prices are the same.",,,
9524,2016,5,"If I wanna book or search for a flight a year and a half from now, this app not foresee that far...if only they could extend their reach to 2years from now that would be awesome...anyways you deserve the fifth star so, no worries...",,,
9525,2016,1,I bought  airline tickets online many times and after taking money cancel my ticket.  It's so bad program for booking,,,
9526,2016,5,Awesome app! Booked a couple flights using this app and got great deals!,,,
9527,2016,1,Please revert to the old version of the app. The new one is a step backwards.,,,
9528,2016,5,Pretty simple and lots of results. Installed lots of apps but ended up checking this daily when looking for flights.,,,
9529,2016,5,Simple and effective. Makes booking flights super easy!,,,
9530,2016,4,Very useful and quite friendly user appk. Tqvm to the developer.,,,
9531,2016,5,Best flight app I've used. Prices as good as competition apps.,,,
9532,2016,5,Last updates add very nice options and specification. Well done,,,
9533,2016,5,This app is really great. Just tried the flight section and its simple,,,
9534,2016,4,You can easily compare the prices and choose your flight,,,
9535,2016,4,"Good app but need some improvement add more airlines like AirBlue,Shaheen Air operating in pakistan.",,,
9536,2016,5,I use this app to find and compare flights.  I think it is useful and easy to a apply.,,,
9537,2016,5,It's a very helpful tool when looking for the best price to fly!,,,
9538,2016,4,Excellent app but if you go directly to the actual  airline website it would be cheaper. Sometimes up to 100 €.,,,
9539,2016,5,It gives you the cheapest flight details on the go. Love it.,,,
9540,2016,2,I'm used an interface where I choose multiple airports near London in one go but it only allowed me to choose one,,,
9541,2016,5,"Love the filter options, great to be able to cut the flights down to just the times/airlines your looking for, 5 stars.",,,
9542,2016,1,"I searched for a particular date, and when I was connected to the airline it showed the flight for ONE MONTH LATER.",,,
9543,2016,4,"I find it OK, no problems yet, and I'm saving money, as i said, does the job. Well done.",,,
9544,2016,4,This is the only app I know that will let me search flights to anywhere . It's good,,,
9545,2016,4,Hey it remind me d cheapest flights tickets ..love it,,,
9546,2016,5,"So much quicker than trawling the net for the best price,been using sky scanner for years now 😀",,,
9547,2016,5,I have booked 2 or 3 times from skyscanner always get cheapest and the best deal I could ask for Excellent keep it up...,,,
9548,2016,5,Thanks skyscanner team... I'm finally going abroad again thanks to you.,,,
9549,2016,4,Very user friendly and convenient search for many airlines and options,,,
9550,2016,4,"Wonderful app, been using it for a couple years now",,,
9551,2016,4,Tells u the best time to go when u need to get away.,,,
9552,2016,5,"Been using it for the past 4 years, so far it's unbeatable!",,,
9553,2016,5,Very useful.... cant think anymore abt all previous ticket app tht i used...,,,
9554,2016,5,Easy to use and very comprehensive. You get all the big airlines and many you never even knew.,,,
9555,2016,5,Always find the cheapest tickets fast and easy. Also easy to book.,,,
9556,2016,5,I have been using this app for many years now and never let me down...brilliant,,,
9557,2016,5,"Great way to find flights for a specific weekend to anywhere you want, or to find the best dates to go to a specific place you want.",,,
9558,2016,5,It's great how easy to know all flights possibilities at your finger tip.,,,
9559,2016,5,Don't waste time using another app .. this app is what u r looking for,,,
9560,2016,5,It allowed me to watch several flights and make the best choices!,,,
9561,2016,5,It's nice and useful . Best app for flight search for me,,,
9562,2016,5,"I love this app, i love traveling and this is just so easy for myself .. 😃😃",,,
9563,2016,5,"Skyscanner is an awesome app, very easy to use and very useful.",,,
9564,2016,5,Great app for procrastination and planning fantasy holidays on rainy days.,,,
9565,2016,5,Saved me a lot of money and made holiday hunting much easier...,,,
9566,2016,5,I love the app it's so easy to use and prices are great,,,
9567,2016,5,Better than kayak or expedia as far as cheap flights,,,
9568,2016,5,"Always come back to skyscanner, nothing else compares",,,
9569,2016,5,It's so good it's really fast gives you lots of detail,,,
9570,2016,5,Ajuda muuuito pra comprar a passagem na melhor hora. Só ter paciência!,,,
9571,2016,1,"It was a great app before the update, which deserves 5/5. But the update has taken away what was working perfectly fine! It's confusing to use now and it doesn't give me the information that i need. Probably i should try the web version as other recommended. But no more app... i'm going to uninstall it.",,,
9572,2016,1,"The new app is useless, I have always used Skyscanner regularly, probably once a week on my phone. Now I prefer to wait until I'm on a computer as I don't find it user friendly and struggle to search for the flights I want. On my s6 I am not able to enter an entire country, use nearby airports or search for flights to 'everywhere'.",,,
9573,2016,1,very slow updating the widgets. sometimes it takes forever. i have fast net connection but its like dialup for fetching price updates etc.... when you touch to refresh the widget on home screen there is a 3 second delay till anything happens. then it takes a while to fetch the updated prices.,,,
9574,2016,1,"The new update is simply dreadful. I don't understand why people can't just leave things that work be. Don't download the app, just use the website because I've never wanted to undownload something more than the new Skyscanner app. It is so confusing. Not as easy as it used to be. And shouldn't be in a legitimate app store.",,,
9575,2016,5,"I have used the website before, but the app is brilliant. It easily points out the cheapest flights by day and month and I booked some very cheap flights because of this information. The app does crash a lot on my galaxy tab 3 8"" and I have sent the reports so hopefully this will improve. However, the app is so good that it gets 5 stars despite the crashes.",,,
9576,2016,1,"Want to check times of return flights - doesn't work. Want to find a return flight - cannot type the name, sorts by price, what's the point of that, takes ages then cannot find the location. Sorry but app sucks.",,,
9577,2016,5,"I've used this app in various countries & it is way better than kayak & expedia. It definitely came in handy when I needed plane tickets at the last minute. I missed a flight & had a flight get canceled, this app was very clutch in both situations!",,,
9578,2016,2,"This app it good but on alert i don't have flexibility such as I want to know total price depart n return and option/extra detail if add luggage,food bcoz it common ppl want too .. It good u give depart and return on alert but I wish flexible option to choose my own time n price showing if different option I choose...",,,
9579,2016,2,"I've used skyscanner for quite some time and it was always good,but lately it seems the prices that get found are not the same as when your transfered to buy your ticket which is very very annoying. I think I'll try a new search service for a while .",,,
9580,2016,1,"Before the recent update, Skyscanner used to be my go to app for searching flights but the recent update has taken it backwards by leap and bounds. It's now over complicated and a pain to use.....",,,
9581,2016,1,Developers and testers probably smoked too much w**d during the project of this useless new version. Simply unbelievable. 27/07 Decided to uninstall it,,,
9582,2016,1,"1st page 477 price . Go to the booking section , jumps to 531 .head to the webite to pay jumps again to 637. Almost 200 usd jump in 30 secs . That my friend is a lie.",,,
9583,2016,2,The app doesn't permit multi stopovers  (the website does) and there is no option on website or app to be flexible wit dates to reduce price fares. If the app could do both of these things five stars all the way!,,,
9584,2016,1,"I always used the website,  thus time I used the app it is crazy,  not flexible at all. It should be much easier to choose one way or two way. Also the app chose the origin itself,  so stupid app.",,,
9585,2016,5,"I'm very happy that I've found this AMAZING apps. It's very convenient for you to search the flights using this apps, especially if you're trying to save your budget. THANK YOU😊😘",,,
9586,2016,5,I change the way to buy flight tickes forever! I got this app yesterday. My first ticket was buy wile my wife get a hair cut. Life is mobile!,,,
9587,2016,4,"Looks like a neat little app. Very easy to use, cuts right to the chase. Doesn't have an option for multi city tho 😕",,,
9588,2016,1,"Have never seen an app ruined to this extent by a single update. It was 5/5 before, now I don't feel it deserves 1/5, and no, I'm not exaggerating.",,,
9589,2016,5,Very helpful to track flights. Maybe live updates on the flight could be introduced as well. But then it might take touch memory :),,,
9590,2016,5,Used this for over 20 flights now. Always a great price and easy to use. Never have any problems with the app on android. Happy days.,,,
9591,2016,1,"Much more limited for browsing destinations, which gets rid of everything I liked about this app. Why do app makers always make ""various upgrades and bug fixes"" that seriously decrease the utility of their apps? Uninstall",,,
9592,2016,1,"Loved the old version, but this is nowhere near as good. Can't understand why you would change an app that everyone likes.",,,
9593,2016,5,really good and informative apps! easy to compare ticket prices and got the best rate available. will use it everytime!,,,
9594,2016,5,"Like it a lot. The app is very useful, I booked some flight using it and it was a great deal. Five stars for overall.",,,
9595,2016,1,This used to be the most flexible & informative app. Now the results come in an useless pile of randomness. Yes 5/5 down to 1/5 in one update!!?,,,
9596,2016,5,It is easy to use and it has given great prices.  The price alert function has been great too. Would definitely recommend it.,,,
9597,2016,5,I'd love to be able to see the history of the pricing fluctuation of the flights I'm currently following. Be nice to see for a future reference when the cheapest time was to buy the ticket,,,
9598,2016,1,"Why,  when i price flights, is there over $100 difference on my phone app compared to my fiancè's phone app?? Seems dodgy",,,
9599,2016,5,Great app to search cheap flights to any destination. User-friendly and so easy to handle compared to other apps.,,,
9600,2016,1,"Hate the update on the app, why do companies update their apps and make them worse!! Go back to the old version",,,
9601,2016,3,Its decent app. Only concern is when you check few times prices start to shoot up within minutes,,,
9602,2016,5,Great app! Saves alot of time searching. I wish the hotels app works too!,,,
9603,2016,4,Hard to find info on quantas plus wheelchair friendly providers re weight wheelchair also discounts. Food diabetic,,,
9604,2016,5,Each & every information related with flights just one click away. I was desparately searching for this kind of applications for long.,,,
9605,2016,5,It is so useful and efficient. I can  shorten my time on searching flights. I like to travel on last minute.,,,
9606,2016,5,I like the rating system and the app works without a single glitch. Wish they would add multicity searches though.,,,
9607,2016,5,"Quick, accurate and has found me several deals.  I have flown more now due to this app.",,,
9608,2016,5,It lets you compare prices from across all service providers ....nice app...well done team.,,,
9609,2016,1,Was great until the last update. Now I can't enter a departure city which renders the app useless.,,,
9610,2016,5,Best app for flights search even my flight agent is now alert. He knows I know the options as well.,,,
9611,2016,5,"This is a great app, nice UI and really smooth animations. Easy to use and good information given.",,,
9612,2016,5,So helpful! Especially the things to know. Simplifies international travel!,,,
9613,2016,5,Has better features than other apps such as seeing entire month and checking off direct flight option from initial search screen.,,,
9614,2016,1,"The old app was so simple to use, but this one is rather confusing and dosen't allow for the same scope of searches, etc.  Better just using the website.",,,
9615,2016,5,I always check flight options via Skyscanner and it give me great deals and options that is not offered by similar sites.,,,
9616,2016,4,Doesn't offer multiple city airport. Otherwise works without issue.,,,
9617,2016,5,"App is convenient, gives you option of cheapest dates. And also, prices for all airlines starting with cheapest",,,
9618,2016,5,Thinks of every detail to help find the perfect and cheapest flight. Love it!,,,
9619,2016,5,"Nice, easy, up to date consistent flights identified. Good stuff",,,
9620,2016,5,This is my go to app to book flights.  I travel at least twice a year and this is the first app I check to determine when and who I fly with.,,,
9621,2016,1,It find the flights but doesn't redirects to it. BS app,,,
9622,2016,3,This is actually a great feature on the website but not available in app. Disappointed,,,
9623,2016,1,"No multi-destinations, and the interface is very fisher price, extremely cumbersome.",,,
9624,2016,5,Best app for getting cheapest flights.  Very user friendly,,,
9625,2016,5,"Apart from one thing - I can't find how to quickly filter departure and arrivals times, but there's a way around it, by sorting by rating.",,,
9626,2016,5,Great app. Makes it easy to find the cheapest flight and also has a wide choice of airlines,,,
9627,2016,5,ALWAYS book my travel through this. So easy to navigate!,,,
9628,2016,1,O valor mostrado no app não chega nem perto do valor final q geralmente é o dobro,,,
9629,2016,5,Great app that will help you get the best flight for your trip!,,,
9630,2016,5,I love this app. Simple and shows me all of my options. 👍,,,
9631,2016,2,"I found a deal then it takes me to a page and says just a min trying to load and the page to the ""cheap"" deal never shows up.",,,
9632,2016,5,Simple to use and give you all the necessary information to decide on the flight options available,,,
9633,2016,1,I still found better deals on the airline webpage..and saving much more money.,,,
9634,2016,4,Very good flight finder except if you want to go in a country that is not very known such as French Guiana,,,
9635,2016,3,App was amazing until they upgraded it and now everything is hard to use and doesn't work.,,,
9636,2016,1,If it ain't broke don't fix it.  And u guys tried and ruined it,,,
9637,2016,3,works but interface is less clear than previous app,,,
9638,2016,2,"Hard to choose dates, prefer the old version which is like the mobile website which I use now",,,
9639,2016,3,Would be great to see Fly Blue Crane South Frica and Fly Mango South Africa flights as well,,,
9640,2016,5,This app very useful find low prices on flights very happy with this app,,,
9641,2016,1,"This new update omg, not working well, it is useless and it was the best app before.",,,
9642,2017,1,Its getting worse. Kayak is much better than this app.,,,
9643,2016,4,Love the fact that you can save your favourite searches.,,,
9644,2016,5,"Easy to use, intuitive and absolutely gorgeous! I'm loving it",,,
9645,2016,4,It's very easy and simple way to get the best price online,,,
9646,2016,4,Loved the app before better than the updated version now..,,,
9647,2016,4,"Great app, best for the frequent traveller and newbie alike ;)",,,
9648,2016,3,"Website has options for multi destination , on the app this option is that there?",,,
9649,2016,4,Love it just wish it also had options for luggage and seat options etc,,,
9650,2016,5,"Wish they sorted out the less than reputable companies,  but easy enough for me to do with a free app.",,,
9651,2016,5,Is one of the best platform you can get just what you want. ...,,,
9652,2016,1,Much prefer the old. Will be installing as it is so unintuitive,,,
9653,2016,5,"Really appreciated, neat easy to use great features and a well funtioning app ...",,,
9654,2016,5,best app to keep track of airplane tickets and plan trips!,,,
9655,2016,5,Absolutely love Skyscanner I never find cheaper flights anywhere else,,,
9656,2016,5,"Very helpful app, gives you the opportunity to plan your trip yourself",,,
9657,2016,5,"Really easy to use, and give you the cheapest day to travel.",,,
9658,2016,5,"This was just fabulous app for travellers who booking his self, best rates ever for you.",,,
9659,2016,4,Multidestination  booking not fixed just in web versions need to added,,,
9660,2016,4,"Not the ability to add luggage in flights with agean, british etc.",,,
9661,2016,5,"Great format, easy to use and love the alerts feature",,,
9662,2016,4,By far is the best way to get to the cheapest station,,,
9663,2016,5,This apps compare almost all the flights available on preffered day with taxes included,,,
9664,2016,5,Perfect for finding and keeping up with the cheapest flight rates.,,,
9665,2016,5,"Easy to use, easy to understand. Many good functions.",,,
9666,2016,5,Best way to get a look at plane ticket prices ahead,,,
9667,2016,5,Very easy to find the flight tickets with cheapest rate.,,,
9668,2016,4,It helps immensly in comparing prices of different airlines,,,
9669,2016,5,it will be great if there is a multi cities search.,,,
9670,2017,5,Fantastic app to get the cheapest flight tickets ever,,,
9671,2016,5,I always start my searches here and usually end up here.,,,
9672,2016,5,It has great prices  and easy to buybur tickets love it !!!,,,
9673,2016,4,All my vacay planning starts from this little guy...,,,
9674,2016,5,Very Informative Useful Best in comparison of Fares,,,
9675,2016,4,"I always compare flights and fares before actually deciding which airline to use. Once decided I crosscheck with the actual airline website. It checks all the availble airlines & saves time. Wonderful application, very useful & my favourite.",,,
9676,2016,4,"I have only browsed through the app and it's not bad, a bit confusing at times but I have an issue with the fact that it doesn't have my currency as an option, Trinidad and Tobago has their own currency so I'd rather not get the prices in US dollars which is very misleading and I don't have that problem on the web version.",,,
9677,2016,3,"The app seems to work fine for me. But it kept a service running in the background, which hogged about 30MB of RAM. I'm uninstalling since I don't want it slowing down my phone while I'm not even using the app.",,,
9678,2016,1,Me informe acerca de las agencias de Viajes que aparecen en esta app y por lo que pude encontrar el riesgo es bastante alto de perder tu dinero o parcialmente. Ejemplo busquen en la web comentarios de la agencia Travel2be y se darán cuenta que muchas personas han sido estafadas hasta existe un grupo de Facebook para denunciar.,,,
9679,2016,5,"Easy to use, fast and reliable. Saves time. Great Job team",,,
9680,2017,5,Love this app use only of reservation my flights 5 times a year never have problems with it is amazing and can't live without,,,
9681,2017,5,Save lots of time to plan trips according availability of tickets,,,
9682,2016,1,"As lots of other users have already said, this app update has completely ruined what previously was a fantastic piece of software. The new design is totally confusing, it's arbitrary whether a search let's you specify 'whole month' or not when searching, the screens are now crowded with information and it is now slower than the old version. So wish I hadn't pressed the update button. Keep hold of the old style app for as long as you can!",,,
9683,2016,3,"The idea of searching for flights to anywhere based on the date and vice versa is amazing, except that the prices shown are never the actual prices on the airline website. Sometimes they don't even have the flight which was listed on the app, so I'm uninstalling it because it's no use having an app which you can't trust. I really hope they work on it to make it more reliable soon, then I'll certainly download it again.",,,
9684,2016,1,"I absolutely hate this new version. So much harder to navigate to find the cheapest prices. I used to depend on this app to book all my flights, and loved the simplicity of it. Less is more guys, and if it aint  broke - no need to fix it! Please please bring back the old app!!",,,
9685,2016,1,"Functionality of skyscanner was great, ease of use to explore different flight options, switching destination and origin, assess prices.. Now there is extra steps to it all. Having to back and forth.. Even visually not as good. Awkward and not very useful new features",,,
9686,2016,1,"Before the last update, this app was amazing, loved it, fast and easy. After the last update there's a new user interface that misses all logic, the departure airport disappears while entering the rest of the search, filters dont work any longer, and finding the right flights was made impossible. HOW DO I GET THE OLD APP BACK?",,,
9687,2016,1,"Bring back the old version! The new UI is not very user-friendly. If still available, I can't figure out how to reverse flight directions or easily filter. I think the new version has clearly substituted style for substance and failed miserably.",,,
9688,2016,1,"I used to love skyscanner until the new update, you focused too much on graphics but now its not user friendly. Difficult to navigate. And the bars all look the same. I cant tell which one is cheaper.",,,
9689,2016,4,Thumbs up for easy to use interface and including all possible sources for flight rates. Makes it really easy to chose between various options. Also a great feature is the price alerts. In all a very handy app for travellers.,,,
9690,2016,1,"The new version of app is clunky, frustrating and non intuitive.  The old one was perfect. Now you have to click loads of places to get same result",,,
9691,2016,3,"Rated 4 stars previously. A great app but in the latest update there are issues with the filters. Not major but means that you have to scan through the flights, taking more time.",,,
9692,2016,1,"My previous review showed this app was the best in town, low spam, low ram usage, easy to use UI now it's gone as useless as every other spam app on the market. Uninstalling!",,,
9693,2016,1,When you develop something crappy you should admit and not look like an idiot.  That's what I have to say to the Skyscanner team. This new version is simply a disaster!,,,
9694,2016,5,3 day's use so far and no problems.  it had a great feature that allows you to scan per country and month and average price.  love this app,,,
9695,2016,1,It was easy to navigate in the older version. This new version is difficult to use and is not mobile friendly. Sorry developers but I did not like this new version of the app. Right now I am looking for another app which looked liked your older version of the app.The older version was simpler. This new version is very complicated.,,,
9696,2016,5,"If you love traveling and are always searching for a great deal on flights, this app is very easy to use and extremely helpful when trying to compare prices and places to travel. Definitely one of the top apps for finding and comparing flight deals with trip dates",,,
9697,2016,1,This new update is less intuitive and not very mobile friendly. Loved previous version and this new one is much more difficult for something as simple as searching for flights,,,
9698,2016,5,This is seriously the best thing since sliced bread. So easy to use and save you so much money on flights! Wowza is how I would explain it.,,,
9699,2016,3,"What has happened to you guys?? Even the app was more simple before this new design, it was more useful. I really miss to option to watch all the of the availables flights for an specific date.",,,
9700,2016,1,you really broke the search & why the heck is it called Flights in my phone - I'm used to look for Skyscanner (you could add the option in the settings)  I'm going to search for tickets on the web as the search in the app is so bad now,,,
9701,2016,5,I wish I would had had this app sooner. I travel a lot and now it is much easier for me to check on the best Deals and when I want to fly. GET THIS APP !,,,
9702,2016,5,I've been using this app for 3 years and I always come here first. I find the best flights up here without searching multiple websites.,,,
9703,2016,1,"Old version was amazing, this is pants ,so difficult to navigate around, old version was very simple and user friendly , why fix something if it isn't broken, bring old version back please",,,
9704,2016,5,"I've compared this to all the low air fare sites and none beat this! Maybe the same,  but  I don't have to visit 10 different websites for the same results! I love this app.",,,
9705,2016,3,"Fastest way so far to check one cheapest flights. However, no mulit-destination option available.",,,
9706,2016,4,"This app was brilliant,  but succesive updates have ruined it.  If it's not broken,  don't fix it",,,
9707,2016,1,So much harder to find cheaper fares now. Used to recommend this app all the time. No longer will,,,
9708,2016,5,Great app...so easy to watch and favorite flights. My new fav tool for flying!,,,
9709,2016,5,"Shows what i need, within a short time. Using the help of the filters makes it more better.Thank you",,,
9710,2016,5,"Coupled with a really simple and user friendly website and app, this no frills attached service is easily the best in class.",,,
9711,2016,1,I downloaded this app. Price is very high compared to flight official website. Totally disappointed,,,
9712,2016,5,I use it all the time and it works well.  I wish it could do multi-city or stop overs.,,,
9713,2016,5,THE fastest easiest way to find flights/prices anywhere. Brilliant!,,,
9714,2016,3,"Number of passengers in different alerts can't have different number of passengers.when I change number of passengers in one search alert, it automatically changes the number of passengers in all other alerts. I don't want this.",,,
9715,2016,3,Filters do not work on this new version. Can you fix please?,,,
9716,2016,4,On desktop version you can choose multi stops but not this app.   When will this function be added to the app,,,
9717,2016,5,Everyone can use this app...its only shown real ticket fare and flight departure... I love it,,,
9718,2016,3,Don't like the new update.  But the old format was soo much better,,,
9719,2016,5,Just now I can compare so many flights price. 4 thumb up,,,
9720,2016,5,Awesome job guys. Perfect is the word I have for you all. Extremely easy to use and searches entire database to provide best result.,,,
9721,2016,5,Loved how the dates show the prices when selecting dates for flights. Easy to use!,,,
9722,2016,1,Whole month/ whole year feature no longer works properly. :(,,,
9723,2016,4,Realy easy to use. Clearly scans the sky. Thumbs up!!,,,
9724,2016,2,Why filter doesn't work??? For me it's so important be able to check flight time,,,
9725,2016,2,Why no Cebu Pacific flights in the Philippines? Awful omissions.,,,
9726,2016,3,Es una actualizacion pero no una mejora. Tal vez sea cosa de costumbre pero me resulta mucho mas complicada que la anterior,,,
9727,2016,5,Very useful. Comparison shopping in one spot! Easy to use and read.,,,
9728,2016,5,Look up flights per month and see the cheapest at your fingertips. Love it!,,,
9729,2016,5,Great way of booking flights. Now super fast too...,,,
9730,2016,1,Useless. Cant even find a flight for dates inputed. Back to my desktop,,,
9731,2016,5,Easy and can see what you want at a glance. Book all flights thru SKYSCANNER,,,
9732,2016,1,No more graph which was a major plus for this app. Hard to search multiple dates now and much more complicated as a whole.,,,
9733,2016,5,Very cool I like it makes easy to find the cheapest flight thanks sky scanner,,,
9734,2016,5,Skyscanner is so simple to use and it is easy to find flights!  Love it!,,,
9735,2016,4,Helps to get a target range of prices weeks before your flight.,,,
9736,2016,4,"Love this app, it's so easy to use and it keeps all your history which makes repeat trips simple to search for.",,,
9737,2016,2,This app needs the multi-city functionality like the full website does. Please provide the multi-city option!,,,
9738,2016,1,You guys took a great app and ruined it. I'll have to go back to Kayak now.,,,
9739,2016,4,"Can search only with Wi-Fi on. With a normal network connection the message ""Need an internet connection"" always appears.",,,
9740,2016,1,"I m pretty sure that a lot of people don't like the new update, me included, this is just terrible update,",,,
9741,2016,5,It shows you the change of prices between months. 🖒🖒🖒,,,
9742,2016,2,Filters that allow you to adjust flight windows do not work on HTC One M8,,,
9743,2016,5,Best traveling app ever!!!! Prices are always cheaper,,,
9744,2016,1,New update is really disappointing...can't work with this app anymore :(,,,
9745,2016,4,Don't expect to change anything about your flight because it will cost more than your initial ticket.,,,
9746,2016,5,"Very useful, thought through from a user's perspective. Love the filter functions such as departure after a certain time.",,,
9747,2016,1,They have now totally changed this app...its now a nightmare to search!!,,,
9748,2016,5,This app saved us so much money while traveling in Europe for 3 years. I recommend it to everyone now!,,,
9749,2016,4,Good app but it's missing Multi City option which exists on the Web.,,,
9750,2016,5,Easy to use. I have used them all and this is the best..,,,
9751,2016,4,Please add a search option which enables the user to search through whole Europe,,,
9752,2016,3,I can't find the multistop option in the mobile version.,,,
9753,2016,5,"Simple, accurate and easy to use. Nothing else I could ask.",,,
9754,2016,5,he can show you every trip and you can shoose the cheapest one....so lovely app,,,
9755,2016,5,Easy to use & understand & gives a good selection of prices & places.,,,
9756,2016,5,Great app. Should also include local airlines in the search.,,,
9757,2016,5,This is by far the best app ive came across for flight pricing !,,,
9758,2016,5,It's amazing I never seen any app like this Best app for airlines search go for it....,,,
9759,2016,5,I love being able to compare prices depending on which day i want to fly out.,,,
9760,2016,5,Instantly shows you multiple combinations of carriers and the rating score helps you zone in on the best options quickly,,,
9761,2016,5,I think really good...you don't even need to search in lots of websites for tickets.....,,,
